AED;784;0.25;0.01;0.001;0.25;0;100;200.131;0;02:02;02:05
AUD;036;1;0.01;0.001;0.01;0;100;293.66;0;02:02;02:05
BGN;975;1;0.01;0.001;0.01;0;100;270.63;0;02:02;02:05
BND;096;0.1;0.01;0.001;0.01;0;100;336.47;0;02:02;02:05
BRL;986;1;0.01;0.001;0.01;0;100;209.93;0;02:02;02:05
CAD;124;0.1;0.01;0.001;0.01;0;100;369.78;0;02:02;02:05
CHF;756;0.1;0.01;0.001;0.01;0;100;465.26;0;02:02;02:05
RSD;941;10;0.01;0.001;0.01;0;100;8.75327;0;02:02;02:05
CZK;203;10;0.01;0.001;0.01;0;100;22.7896;0;02:02;02:05
DKK;208;1;0.01;0.001;0.01;0;100;100;0;02:02;02:05
DZD;012;0.1;0.01;0.001;0.01;0;100;9.60385;0;02:02;02:05
EUR;978;0.1;0.01;0.001;0.01;0;1;5.528928;1;02:02;02:05
FJD;242;1;0.01;0.001;0.01;0;100;258.05 ;0;02:02;02:05
GBP;826;0.1;0.01;0.00001;0.01;0;100;856.16438;0;02:02;02:05
HKD;344;1;0.01;0.001;0.01;0;100;75.03;0;02:02;02:05
HRK;191;1;0.01;0.001;0.01;0;100;101.169;0;02:02;02:05
HUF;348;1;0.01;0.001;1;0;100;3.1459;0;02:02;02:05
IDR;360;25;1;0.1;1;0;100;0.08264;0;00:00;00:03
INR;356;10;0.01;0.001;0.01;0;100;12.33;0;02:02;02:05
ISK;352;10;0.01;0.001;0.01;0;100;8.52;0;02:02;02:05
JPY;392;10;0.01;0.001;0.01;0;100;4.97;0;02:02;02:05
KES;404;0.5;0.01;0.001;0.5;0;100;9.2691;0;02:02;02:05
MAD;504;0.1;0.01;0.001;0.01;0;100;70.49391;0;02:02;02:05
MXN;484;1;0.01;0.001;0.01;0;100;61.73;0;02:02;02:05
MYR;458;1;0.01;0.001;0.01;0;100;154.62;0;02:02;02:05
MZN;943;50;1;0.01;10;0;1000;0.31842;0;00:00;00:03
NGN;566;1;0.01;0.001;1;0;100;5.8221;0;02:02;02:05
NOK;578;1;0.01;0.001;0.01;0;100;87.85;0;02:02;02:05
NZD;554;1;0.01;0.001;0.01;0;100;248.54;0;02:02;02:05
PHP;608;10;0.01;0.001;0.01;0;100;11.47;0;02:02;02:05
PLN;985;1;0.01;0.001;0.01;0;100;142.12;0;02:02;02:05
RON;946;1;0.01;0.01;0.01;0;1000;0.2248;0;02:02;02:05
RUB;643;10;0.01;0.001;0.01;0;100;20.12;0;02:02;02:05
SAR;682;1;0.01;0.001;0.01;0;100;156.51;0;02:02;02:05
SBD;090;1;0.01;0.001;0.01;0;100;108.65;0;02:02;02:05
SEK;752;1;0.01;0.001;0.01;0;100;84.73;0;02:02;02:05
SGD;702;0.1;0.01;0.001;0.01;0;100;338.61;0;02:02;02:05
SZL;748;1;0.01;0.001;0.01;0;100;80.77363;0;02:02;02:05
THB;764;10;1;1;1;0;100;13.18;0;00:00;00:03
TND;788;0.005;0.001;0.001;0.01;0;100;539.479;0;03:03;02:05
TOP;776;1;0.01;0.001;0.01;0;1;2.92157;0;02:02;02:05
TRY;949;0.1;0.01;0.001;0.01;0;100;456.674;0;02:02;02:05
UGX;800;50;1;0.1;1;0;100;0.42488;0;00:00;00:03
USD;840;0.1;0.01;0.001;0.01;0;100;555.5;0;02:02;02:05
VUV;548;10;0.01;0.001;0.01;0;100;4.11;0;02:02;02:05
WST;882;0.1;0.01;0.001;0.01;0;100;2050.86;0;02:02;02:05
XPF;953;1;0.01;0.001;0.01;0;100;6.254;0;02:02;02:05
ZAR;710;1;0.01;0.001;0.01;0;100;68.41;0;02:02;02:05
